# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     1.317         0         0          7870
     2.067         0         0          7871
     1.720         0         0          7873
     1.404         0         0          7879
     1.218         0         0          7880
     1.346         0         0          7881
     1.610         0         0          7883
     1.243         0         0          7899
     1.515         0         0          7900
     1.241         0         0          7905
     1.519         0         0          7907
     1.574         0         0          7909
     1.492         0         0          7911
     1.815         0         0          7920
     1.417         0         0          7964
     1.314         0         0          7965
     1.393         0         0          8000
     1.210         0         0          8006
     1.395         0         0          8009
     1.919         0         0          8011
     1.504         0         0          8028
     2.623         0         0          8031
     1.276         0         0          8032
     1.341         0         0          8034
     1.260         0         0          8036
     1.340         0         0          8038
     1.463         0         0          8088
     1.931         0         0          8094
     1.339         0         0          8110
     1.691         0         0          8113
     1.242         0         0          8116
     1.275         0         0          8117
     1.375         0         0          8120
     1.302         0         0          8121
     1.850         0         0          8125
     1.225         0         0          8129
     1.236         0         0          8130
     1.200         0         0          8134
     1.335         0         0          8140
     1.327         0         0          8142
     1.649         0         0          8147
     1.326         0         0          8150
     1.231         0         0          8157
     1.309         0         0          8167
     1.911         0         0          8168
     2.176         0         0          8189
     1.522         0         0          8192
     1.286         0         0          8198
     1.459         0         0          8201
     1.838         0         0          8209
     2.127         0         0          8210
     2.041         0         0          8217
     1.371         0         0          8219
     1.800         0         0          8220
     1.263         0         0          8223
     1.687         0         0          8225
     1.386         0         0          8226
     1.334         0         0          8228
     1.377         0         0          8247
     1.212         0         0          8254
     1.423         0         0          8256
     1.291         0         0          8257
     2.757         0         0          8259
     1.254         0         0          8261
     1.780         0         0          8274
     1.255         0         0          8280
     1.683         0         0          8281
     1.709         0         0          8282
     1.319         0         0          8284
     1.546         0         0          8287
     1.207         0         0          8289
     1.385         0         0          8300
     1.271         0         0          8321
     1.605         0         0          8322
     1.278         0         0          8324
     1.419         0         0          8327
     1.710         0         0          8341
     1.521         0         0          8353
     1.208         0         0          8354
     1.496         0         0          8357
     1.846         0         0          8361
     1.750         0         0          8362
     1.587         0         0          8374
     1.406         0         0          8375
     1.532         0         0          8383
     1.459         0         0          8391
     1.286         0         0          8393
     1.341         0         0          8403
     1.259         0         0          8409
     1.310         0         0          8416
     1.351         0         0          8418
     1.860         0         0          8449
     1.781         0         0          8454
     1.982         0         0          8456
     1.259         0         0          8463
     1.408         0         0          8464
     1.300         0         0          8467
     2.067         0         0          8472
     1.872         0         0          8474
     1.528         0         0          8485
     1.417         0         0          8486
     1.489         0         0          8487
     1.861         0         0          8499
     1.318         0         0          8501
     1.588         0         0          8517
     1.856         0         0          8640
     1.466         0         0          8647
     1.378         0         0          8652
     1.378         0         0          8653
     1.442         0         0          8660
     1.495         0         0          8664
     1.358         0         0          8665
     1.318         0         0          8669
     1.776         0         0          8685
     1.273         0         0          8701
     1.656         0         0          8703
     1.218         0         0          8704
     1.297         0         0          8708
     1.286         0         0          8709
     2.211         0         0          8713
     1.497         0         0          8732
     1.565         0         0          8734
     1.330         0         0          8735
     1.251         0         0          8736
     1.476         0         0          8737
     1.204         0         0          8748
     1.727         0         0          8750
     1.690         0         0          8758
     1.405         0         0          8760
     1.283         0         0          8761
     1.255         0         0          8764
     1.977         0         0          8769
     1.323         0         0          8773
     1.235         0         0          8774
     1.567         0         0          8780
     2.103         0         0          8789
     1.230         0         0          8794
     1.222         0         0          8796
     1.542         0         0          8823
     1.403         0         0          8838
     1.447         0         0          8856
     1.322         0         0          8859
     1.451         0         0          8927
     1.361         0         0          8934
     1.249         0         0          9475
     1.262         0         0          9497
     1.353         0         0          9536
     1.385         0         0          9587
     1.385         0         0          9588
     1.227         0         0          9752
     1.222         0         0          9758
     1.222         0         0          9781
     1.262         0         0         10212
     1.457         0         0         10250
     1.297         0         0         10252
     1.237         0         0         10264
     1.311         0         0         10269
     1.250         0         0         10271
     1.547         0         0         10300
     1.262         0         0         10325
     1.486         0         0         10340
     1.377         0         0         10342
     2.121         0         0         10344
     3.224         0         0         10351
     3.224         0         0         10352
     1.265         0         0         10373
     1.812         0         0         10385
     1.252         0         0         10403
     1.496         0         0         10448
     2.242         0         0         10452
     1.316         0         0         10474
     1.295         0         0         10476
     1.333         0         0         10477
     2.264         0         0         10480
     2.089         0         0         10487
     1.246         0         0         10507
     1.263         0         0         10508
     1.254         0         0         10511
     1.214         0         0         10512
     1.900         0         0         10514
     1.518         0         0         10527
     1.411         0         0         10531
     1.425         0         0         10534
     1.525         0         0         10538
     1.253         0         0         10541
     1.772         0         0         10545
     1.510         0         0         10557
     1.472         0         0         10562
     1.286         0         0         10563
     1.392         0         0         10564
     1.425         0         0         10567
     1.550         0         0         10569
     1.211         0         0         11151
     1.854         0         0         11155
     1.528         0         0         11163
     1.264         0         0         11164
     1.342         0         0         11166
     1.247         0         0         11181
     1.694         0         0         11183
     1.586         0         0         11184
     1.260         0         0         11186
     1.301         0         0         11196
     2.141         0         0         11197
     1.979         0         0         11202
     1.255         0         0         11206
     1.610         0         0         11209
     1.216         0         0         11215
     1.549         0         0         11360
     1.981         0         0         11363
     1.497         0         0         11368
     1.598         0         0         11373
     1.415         0         0         11404
     1.438         0         0         11405
     1.366         0         0         11421
     1.308         0         0         11425
     1.348         0         0         11443
     1.489         0         0         11458
     1.646         0         0         11494
     1.638         0         0         11501
     1.471         0         0         11524
     1.357         0         0         11525
     1.338         0         0         11532
     1.329         0         0         11546
     1.500         0         0         11549
     1.206         0         0         11552
     1.306         0         0         11595
     1.382         0         0         11606
     1.945         0         0         11658
     1.261         0         0         11664
     1.432         0         0         11669
     1.334         0         0         11670
     1.564         0         0         11671
     1.497         0         0         11673
     2.486         0         0         11678
     1.213         0         0         11686
     1.924         0         0         11697
     1.866         0         0         11704
     1.451         0         0         11725
     1.380         0         0         11729
     1.428         0         0         11730
     1.820         0         0         11734
     1.799         0         0         11735
     1.669         0         0         11737
     1.227         0         0         11738
     1.256         0         0         11754
     1.224         0         0         11756
     1.298         0         0         11757
     1.275         0         0         11758
     1.923         0         0         11759
     2.154         0         0         11766
     1.448         0         0         11772
     1.201         0         0         11773
     1.337         0         0         11779
     1.897         0         0         11783
     1.313         0         0         11786
     1.668         0         0         11828
     1.474         0         0         11834
     1.222         0         0         11845
     1.269         0         0         11850
     1.398         0         0         11869
     1.494         0         0         11871
     1.204         0         0         11872
     1.215         0         0         11876
     1.741         0         0         11877
     3.005         0         0         11891
     1.220         0         0         11899
     1.279         0         0         11902
     1.537         0         0         11926
     1.223         0         0         11968
     1.845         0         0         11971
     1.429         0         0         11972
     1.201         0         0         11987
     1.324         0         0         11988
     1.211         0         0         11990
     1.305         0         0         11992
     1.643         0         0         11995
     1.540         0         0         12000
     1.274         0         0         12004
     1.283         0         0         12010
     1.488         0         0         12018
     2.039         0         0         12020
     1.401         0         0         12028
     1.216         0         0         12029
     1.854         0         0         12049
     1.606         0         0         12071
     1.224         0         0         12077
     1.294         0         0         12079
     1.249         0         0         12083
     1.505         0         0         12093
     1.768         0         0         12095
     1.271         0         0         12101
     1.412         0         0         12105
     1.436         0         0         12109
     1.293         0         0         12130
     1.343         0         0         12134
     1.539         0         0         12136
     1.472         0         0         12139
     3.511         0         0         12149
     1.201         0         0         12158
     1.631         0         0         12160
     1.812         0         0         12161
     1.374         0         0         12169
     1.280         0         0         12214
     2.292         0         0         12221
     1.236         0         0         12224
     1.626         0         0         12229
     1.207         0         0         12230
     1.455         0         0         12231
     1.692         0         0         12237
     1.390         0         0         12238
     1.220         0         0         12240
     1.267         0         0         12245
     1.373         0         0         12254
     1.412         0         0         12256
     1.710         0         0         12258
     1.204         0         0         12289
     1.393         0         0         12327
     1.297         0         0         12334
     2.595         0         0         12338
     1.497         0         0         12346
     1.213         0         0         12363
     2.290         0         0         12364
     1.226         0         0         12370
     1.256         0         0         12371
     1.227         0         0         12372
     1.244         0         0         12374
     1.780         0         0         12379
     1.434         0         0         12388
     1.441         0         0         12411
     1.846         0         0         12416
     1.719         0         0         12417
     1.379         0         0         12418
     1.261         0         0         12422
     1.580         0         0         12425
     1.207         0         0         12432
     1.233         0         0         12433
     1.278         0         0         12437
     1.310         0         0         12439
     1.222         0         0         12441
     1.412         0         0         12521
     1.586         0         0         12522
     1.351         0         0         12525
     1.691         0         0         12534
     1.320         0         0         12537
     1.728         0         0         12540
     1.561         0         0         12544
     1.662         0         0         12545
     1.406         0         0         12550
     1.551         0         0         12566
     1.288         0         0         12579
     1.319         0         0         12591
     2.581         0         0         12592
     1.762         0         0         12593
     2.872         0         0         12594
     1.618         0         0         12606
     1.204         0         0         12607
     1.495         0         0         12612
     1.720         0         0         12614
     1.591         0         0         12616
     1.657         0         0         12622
     1.614         0         0         12643
     1.619         0         0         12644
     2.368         0         0         12647
     1.421         0         0         12651
     1.820         0         0         12656
     1.695         0         0         12670
     1.293         0         0         12671
     1.449         0         0         12673
     1.367         0         0         12680
     1.317         0         0         12700
     1.518         0         0         12702
     1.448         0         0         12706
     1.258         0         0         12717
     1.530         0         0         12777
     1.332         0         0         12781
     2.633         0         0         12782
     2.261         0         0         12787
     1.438         0         0         12791
     1.472         0         0         12793
     1.503         0         0         12815
     1.312         0         0         12816
     1.333         0         0         12826
     1.203         0         0         12828
     1.346         0         0         12835
     1.400         0         0         12839
     1.777         0         0         12843
     1.962         0         0         12845
     1.786         0         0         12850
     1.290         0         0         12853
     1.780         0         0         12855
     1.586         0         0         12857
     1.829         0         0         12860
     1.642         0         0         12867
     2.199         0         0         12869
     1.401         0         0         12873
     1.851         0         0         12877
     1.856         0         0         13005
     1.538         0         0         13029
     2.031         0         0         13030
     1.723         0         0         13032
     1.403         0         0         13036
     1.268         0         0         13037
     1.287         0         0         13047
     1.454         0         0         13048
     1.242         0         0         13053
     2.054         0         0         13071
     1.468         0         0         13075
     1.529         0         0         13076
     1.362         0         0         13078
     1.989         0         0         13082
     1.880         0         0         13097
     1.835         0         0         13104
     2.078         0         0         13111
     1.359         0         0         13112
     2.023         0         0         13148
     1.261         0         0         13171
     1.348         0         0         13234
     1.286         0         0         13246
     2.308         0         0         13251
     1.216         0         0         13266
     1.373         0         0         13267
     1.424         0         0         13280
     1.310         0         0         13286
     1.559         0         0         13302
     1.313         0         0         13304
     1.290         0         0         13322
     1.339         0         0         13323
     1.695         0         0         13325
     1.772         0         0         13326
     1.205         0         0         13327
     1.751         0         0         13346
     1.752         0         0         13349
     1.556         0         0         13382
     1.934         0         0         13392
     1.745         0         0         13404
     1.228         0         0         13408
     1.271         0         0         13412
     1.204         0         0         13413
     2.370         0         0         13425
     1.263         0         0         13428
     1.308         0         0         13433
     1.223         0         0         13435
     1.617         0         0         13437
     1.617         0         0         13436
     1.680         0         0         13441
     1.407         0         0         13455
     1.356         0         0         13456
     1.586         0         0         13463
     1.575         0         0         13557
     1.853         0         0         13581
     1.338         0         0         13621
     1.588         0         0         13622
     1.648         0         0         13624
     1.264         0         0         14279
     1.450         0         0         14291
     1.356         0         0         14292
     1.446         0         0         14303
     1.621         0         0         14310
     1.458         0         0         14315
     1.482         0         0         14321
     1.580         0         0         14322
     1.407         0         0         14333
     2.024         0         0         14334
     1.205         0         0         14342
     1.345         0         0         14345
     1.484         0         0         14358
     1.362         0         0         14360
     1.361         0         0         14363
     1.309         0         0         14382
     1.226         0         0         14386
     1.671         0         0         14402
     1.897         0         0         14413
     1.855         0         0         14415
     1.356         0         0         14444
     1.701         0         0         14451
     1.650         0         0         14453
     1.597         0         0         14454
     1.326         0         0         14455
     1.329         0         0         14457
     1.312         0         0         14461
     1.294         0         0         14465
     1.422         0         0         14469
     1.565         0         0         14473
     1.319         0         0         14475
     1.800         0         0         14488
     1.397         0         0         14489
     1.483         0         0         14492
     1.554         0         0         14493
     2.192         0         0         14494
     1.454         0         0         14498
     1.207         0         0         14508
     2.132         0         0         14509
     2.138         0         0         14510
     1.699         0         0         14512
     2.128         0         0         14529
     1.335         0         0         14530
     1.810         0         0         14532
     1.651         0         0         14534
     1.482         0         0         14540
     2.080         0         0         14543
     1.586         0         0         14555
     1.559         0         0         14556
     1.496         0         0         14557
     1.654         0         0         14558
     1.371         0         0         14563
     1.479         0         0         14569
     1.318         0         0         14574
     1.266         0         0         14575
     1.576         0         0         14576
     1.205         0         0         14583
     1.290         0         0         14585
     1.429         0         0         14586
     1.263         0         0         14591
     1.315         0         0         14593
     1.420         0         0         14594
     1.431         0         0         14599
     1.580         0         0         14604
     1.408         0         0         14623
     1.322         0         0         14656
     1.294         0         0         14709
     1.502         0         0         14715
     1.302         0         0         14771
     2.050         0         0         14774
     1.835         0         0         14776
     1.245         0         0         14777
     1.202         0         0         14778
     1.201         0         0         14796
     1.412         0         0         14802
     1.506         0         0         14822
     1.506         0         0         14821
     1.503         0         0         14831
     1.203         0         0         14834
     1.229         0         0         14887
     1.303         0         0         14889
     1.502         0         0         14891
     1.775         0         0         14914
     1.907         0         0         14955
     1.308         0         0         14960
     1.224         0         0         14961
     2.500         0         0         14963
     1.298         0         0         14966
     1.319         0         0         14978
     1.280         0         0         14993
     1.289         0         0         15004
     1.252         0         0         15037
     2.021         0         0         15058
     1.233         0         0         15108
     1.223         0         0         15119
     1.240         0         0         15196
     1.581         0         0         15269
     1.304         0         0         15312
     1.715         0         0         15353
     1.449         0         0         15362
     1.505         0         0         15364
     2.888         0         0         15368
     1.548         0         0         15415
     1.557         0         0         15419
     1.391         0         0         15438
     1.684         0         0         15444
     1.278         0         0         15446
     1.631         0         0         15447
     1.957         0         0         15448
     1.429         0         0         15452
     1.819         0         0         15457
     1.223         0         0         15458
     1.271         0         0         15462
     1.854         0         0         15468
     1.221         0         0         15473
